id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1032626627203089884,Bronx,Van Nest,40.84412,-73.86995,Private room,65.0,5.0,14.0,2025-09-30,2.88,1.0,295.0,14.0,OSE-STRREG-0002908
1390025788460378550,Manhattan,Financial District,40.70998,-74.00851,Entire home/apt,666.0,3.0,6.0,2025-09-16,1.33,21.0,147.0,6.0,Exempt
1249202254384207505,Manhattan,Chelsea,40.74793,-74.00797,Entire home/apt,370.0,31.0,0.0,,0.0,1148.0,286.0,0.0,
39535241,Brooklyn,Williamsburg,40.71667,-73.94054,Entire home/apt,333.0,300.0,15.0,2020-05-15,0.21,1.0,365.0,0.0,
1289094324927322753,Manhattan,Midtown,40.7589387,-73.9650972,Entire home/apt,352.0,31.0,0.0,,0.0,1148.0,204.0,0.0,
14421383,Brooklyn,Bushwick,40.69641,-73.91917,Private room,83.0,3.0,151.0,2025-09-06,1.36,1.0,166.0,17.0,OSE-STRREG-0001273
64314,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,72.0,30.0,46.0,2022-11-12,0.26,1.0,215.0,0.0,
42738424,Manhattan,Murray Hill,40.74882,-73.98012,Entire home/apt,375.0,30.0,13.0,2025-03-01,0.19,61.0,336.0,3.0,
1447101185790224115,Brooklyn,South Slope,40.66615,-73.98956,Entire home/apt,130.0,30.0,1.0,2025-09-30,1.0,1.0,110.0,1.0,
5990467,Brooklyn,Boerum Hill,40.6855925,-73.9871435,Private room,155.0,4.0,123.0,2020-03-11,0.97,1.0,78.0,0.0,OSE-STRREG-0003176
50126048,Queens,Laurelton,40.68169,-73.7345,Private room,117.0,30.0,75.0,2023-10-20,1.7,2.0,270.0,0.0,
613842278291796082,Queens,Astoria,40.77305,-73.92177,Entire home/apt,236.0,3.0,153.0,2025-08-29,3.68,1.0,130.0,40.0,OSE-STRREG-0001113
51639443,Brooklyn,East Flatbush,40.66341,-73.93991,Entire home/apt,155.0,30.0,14.0,2025-07-27,0.35,3.0,274.0,3.0,
1284343037656878070,Queens,Flushing,40.73707,-73.79667,Entire home/apt,108.0,1.0,25.0,2025-09-05,3.01,1.0,1.0,25.0,OSE-STRREG-0002870
1407870334012915728,Manhattan,Harlem,40.805102951994385,-73.95768375809767,Private room,64.0,30.0,1.0,2025-06-04,0.25,41.0,335.0,1.0,
48933117,Manhattan,Tribeca,40.71863189049118,-74.00409643926923,Entire home/apt,250.0,30.0,6.0,2025-08-08,0.13,3.0,118.0,1.0,
914592079538599777,Brooklyn,Bedford-Stuyvesant,40.68660066299319,-73.9193838548416,Entire home/apt,88.0,30.0,2.0,2024-01-23,0.09,5.0,122.0,0.0,
13004967,Manhattan,Harlem,40.80526,-73.94618,Entire home/apt,310.0,4.0,69.0,2025-09-14,0.63,10.0,344.0,15.0,Exempt
847117939267245013,Brooklyn,Crown Heights,40.67803,-73.9429,Private room,63.0,30.0,0.0,,0.0,28.0,364.0,0.0,
832687086291691082,Queens,St. Albans,40.70411,-73.77339,Private room,126.0,1.0,49.0,2025-09-21,1.78,1.0,259.0,17.0,OSE-STRREG-0002031
54308707,Brooklyn,Prospect-Lefferts Gardens,40.65881388532105,-73.9462289755163,Entire home/apt,247.0,30.0,0.0,,0.0,1.0,90.0,0.0,
1487285278979806905,Manhattan,Upper West Side,40.7831585,-73.97370529999999,Entire home/apt,120.0,30.0,0.0,,0.0,239.0,336.0,0.0,
747270118567165916,Brooklyn,Bay Ridge,40.6382,-74.02586,Private room,58.0,30.0,6.0,2025-08-16,0.18,5.0,123.0,4.0,
1037084574043042259,Manhattan,Murray Hill,40.749053759192144,-73.97771679707968,Entire home/apt,141.0,30.0,8.0,2025-09-09,0.45,184.0,188.0,6.0,
